30
-3
3
100
0
200
0.0303744	0.0169896	0.0133035	0.0106281	0.0119125	0.00829858	0.00622619	0.00445404	0.00402585	0.00332152	0.00359289	0.00380349	0.00316381	0.00365395	0.0039769	0.00374923	0.00350516	0.00422591	0.00319163	0.00322468	0.00375614	0.00352503	0.00402137	0.00537649	0.00683902	0.00856896	0.0115945	0.0107914	0.00954799	0.00212648	
0.0110316	0.0104709	0.0113068	0.0089388	0.00790508	0.00579238	0.00504036	0.00270328	0.00197721	0.00198951	0.00206422	0.00211204	0.00211354	0.00194618	0.00222048	0.00228624	0.00218466	0.00231963	0.0020442	0.00207325	0.00186434	0.00174459	0.00293532	0.0051709	0.00576264	0.00773783	0.00878717	0.0101872	0.0106853	0.0102077	
0.0109492	0.0091885	0.00708007	0.00686186	0.00609455	0.00469863	0.00351215	0.00217718	0.00152318	0.00158436	0.00156811	0.00159463	0.0014664	0.00151169	0.00156463	0.00152629	0.0016092	0.00152093	0.00172647	0.00142292	0.00151479	0.00154677	0.00189957	0.00381452	0.00492647	0.00589602	0.00726876	0.00883916	0.00903773	0.010076	
0.0111894	0.00845461	0.00683513	0.00593866	0.00451059	0.00438881	0.00342027	0.00184353	0.00139237	0.00141246	0.00138352	0.00154726	0.00143192	0.00151627	0.00162287	0.00133114	0.00142718	0.00143462	0.00155591	0.00136061	0.00136758	0.00147409	0.00191563	0.00296441	0.00459387	0.00519871	0.00504111	0.00649504	0.00986051	0.0107491	
0.00739264	0.00700843	0.00690586	0.00536218	0.00437828	0.00363713	0.00304131	0.00192104	0.00132426	0.00135785	0.00132489	0.00124499	0.00136938	0.00136957	0.00130337	0.00144569	0.00131979	0.00140363	0.00136357	0.00133608	0.0013155	0.0012774	0.00191237	0.00287331	0.00404254	0.00422672	0.00473539	0.00651758	0.00717541	0.00889432	
0.00838856	0.00588793	0.00591605	0.00470307	0.00440675	0.00383043	0.002891	0.00181522	0.00123827	0.00128458	0.00124501	0.00133058	0.00130084	0.0013302	0.00132274	0.00127966	0.00127876	0.0013621	0.00136161	0.00120071	0.00119327	0.00128556	0.00154425	0.00288512	0.00391786	0.00367634	0.0053733	0.00697424	0.00721159	0.00809065	
0.00751797	0.00832826	0.00500032	0.00527304	0.00391275	0.00319929	0.0027334	0.00155958	0.00130056	0.00133159	0.00123777	0.00121195	0.00130705	0.00137527	0.00122501	0.00126152	0.00118738	0.00139389	0.00128606	0.00128924	0.00126026	0.00124545	0.00174794	0.00250355	0.00314121	0.00453586	0.00468207	0.00686723	0.00689977	0.00848191	
0.00706683	0.00672754	0.0052589	0.0054602	0.00376253	0.00281965	0.00262753	0.00138038	0.00110927	0.00131137	0.0012362	0.00136048	0.00124076	0.00115448	0.00119948	0.00116002	0.00122578	0.00137529	0.00130469	0.00110009	0.00137725	0.00120443	0.00182493	0.00275456	0.00286937	0.00397146	0.00501998	0.00600561	0.00739381	0.0072895	
0.00859478	0.00608722	0.00485709	0.00361468	0.00384812	0.00315863	0.00250301	0.00153142	0.00124136	0.00123601	0.00116051	0.0012747	0.00136249	0.00122657	0.00126845	0.00129071	0.0010602	0.00121235	0.00135183	0.0011078	0.0011367	0.00122122	0.0016456	0.00255237	0.00307073	0.00309693	0.00391099	0.00577248	0.00583677	0.00711399	
0.00802467	0.00609966	0.00454892	0.003743	0.00290547	0.00282424	0.00263215	0.00140291	0.00114315	0.0011692	0.00112802	0.00117694	0.00124907	0.00121927	0.00126292	0.00123321	0.00116068	0.00133008	0.00115841	0.00118311	0.00129613	0.00120607	0.00162283	0.00265095	0.00284444	0.00310166	0.00446806	0.00421816	0.00591085	0.00672815	
0.00644689	0.0056322	0.00517081	0.00408726	0.00355364	0.00274521	0.00216248	0.00175426	0.00113452	0.0011384	0.00114081	0.00130947	0.0012226	0.00122983	0.00126313	0.00122617	0.00123523	0.00123096	0.00123871	0.00120987	0.00113946	0.00121955	0.00150542	0.00221307	0.00253512	0.00281219	0.00364823	0.00497385	0.00555138	0.00713594	
0.00706069	0.00534839	0.00379671	0.00369408	0.00333386	0.00261532	0.00186084	0.00162227	0.00113951	0.00127728	0.00114923	0.00119391	0.0011389	0.00111063	0.00122019	0.00111771	0.00118146	0.00123465	0.00126127	0.0011166	0.00123139	0.00122529	0.00167342	0.00208099	0.00265797	0.00337688	0.00360122	0.00510025	0.00576017	0.00676019	
0.00665008	0.00548137	0.0042645	0.00403834	0.00308771	0.00211405	0.00215089	0.00153037	0.00112701	0.00118142	0.00119491	0.00125786	0.00126195	0.00115378	0.00113522	0.00128234	0.00114515	0.00126258	0.00116176	0.00109765	0.00120959	0.00115255	0.00154717	0.00203208	0.00211526	0.00303959	0.00339797	0.00515788	0.00514518	0.00649286	
0.00669127	0.00506379	0.00394997	0.00318491	0.00270426	0.00229955	0.00194607	0.0015065	0.00117152	0.00111945	0.00111752	0.0012161	0.00121043	0.00119104	0.00126175	0.0011491	0.00110726	0.0012152	0.00120359	0.00117929	0.00122108	0.00118197	0.00136011	0.00187529	0.00246416	0.0024411	0.00354415	0.00421775	0.00425572	0.00595408	
0.00632167	0.00432007	0.00439822	0.00363193	0.00253572	0.00212935	0.00179957	0.00124698	0.00110071	0.00116486	0.00111522	0.00108355	0.00113741	0.00118783	0.00114222	0.00119219	0.00117841	0.00115398	0.00118536	0.00109068	0.00119578	0.0011078	0.00148073	0.00193531	0.00224963	0.00221968	0.00335346	0.00394641	0.00418474	0.00529997	
0.00515114	0.00473928	0.00362237	0.00289015	0.00271702	0.00217042	0.00170553	0.00137134	0.00104754	0.00116784	0.00119531	0.00115174	0.00121351	0.0011458	0.00121373	0.00107991	0.00113327	0.00117678	0.00102446	0.00110022	0.00117877	0.00108303	0.00136207	0.00175557	0.00212882	0.00228962	0.00299391	0.00329455	0.00422126	0.00607072	
