30
-3
3
100
0
200
0.0300293	0.0176433	0.012289	0.00959712	0.00947014	0.00686795	0.00564209	0.00439982	0.00311377	0.00361868	0.00365392	0.00408167	0.00392584	0.00374991	0.00367368	0.00389551	0.00346335	0.00435102	0.00397496	0.00351468	0.00343367	0.00384839	0.00339344	0.00532152	0.00860072	0.00934725	0.0134217	0.0117688	0.0182027	0.00140701	
0.0166879	0.0136561	0.0101918	0.00831912	0.00697681	0.00577228	0.00459998	0.002839	0.00216495	0.00226009	0.00214014	0.00232237	0.00219779	0.001913	0.00188137	0.00222911	0.00214688	0.00220789	0.00189276	0.0019209	0.00214871	0.0019858	0.00262122	0.00461304	0.00574894	0.00725876	0.00865822	0.0107347	0.0122142	0.00976613	
0.0131011	0.0109244	0.00783918	0.00842017	0.00582456	0.00471087	0.00387782	0.00232887	0.00182529	0.00178995	0.0015871	0.00177442	0.00167144	0.00148452	0.00158271	0.00167565	0.00163181	0.00157294	0.00176424	0.00157678	0.00183165	0.00167749	0.00251775	0.00409812	0.00437928	0.00549587	0.00718356	0.00768173	0.00975028	0.00932394	
0.0107938	0.00765427	0.00703668	0.00560336	0.00504338	0.00435659	0.00280537	0.00200094	0.00155669	0.00172131	0.00161551	0.00158582	0.00152064	0.00142585	0.0015177	0.00152194	0.0014636	0.00159121	0.00156901	0.00147268	0.00178498	0.0015266	0.00256973	0.00362486	0.00416679	0.00503263	0.00566166	0.00717771	0.00902124	0.0100934	
0.00848721	0.00783643	0.00681888	0.0047838	0.00485543	0.004046	0.00308961	0.00173361	0.00159232	0.00158191	0.00144371	0.00151643	0.00150407	0.0013852	0.00130176	0.00123569	0.00126689	0.0014221	0.00134781	0.00145819	0.00175118	0.00155541	0.00199763	0.00338743	0.00392654	0.00459251	0.00528379	0.00667528	0.00835059	0.00651972	
0.0125448	0.0075093	0.00714438	0.00553803	0.0044281	0.0035406	0.00273672	0.00188786	0.00152923	0.00140683	0.00137109	0.00137473	0.00142689	0.00137661	0.00119399	0.00143872	0.00135493	0.00143536	0.00140779	0.00140869	0.00159809	0.00143809	0.00218018	0.00302604	0.00447232	0.00471662	0.00580844	0.00634171	0.0073241	0.00636068	
0.00743588	0.00701704	0.00602872	0.00456794	0.00443433	0.00334085	0.00289544	0.00177297	0.00139804	0.00145076	0.00143185	0.00133782	0.00138383	0.00133253	0.00138587	0.00130153	0.00134159	0.00129275	0.00136167	0.00134134	0.00165802	0.00150323	0.00212988	0.00294004	0.00361756	0.00434854	0.00549646	0.00552957	0.00609834	0.00749632	
0.00845229	0.00617633	0.00601254	0.00523374	0.00413309	0.00314216	0.0030063	0.00179198	0.0015646	0.00143962	0.00127296	0.001448	0.00132941	0.00115235	0.00118994	0.00135455	0.00117212	0.00136595	0.00148721	0.00143796	0.00151681	0.00151909	0.00206753	0.00324677	0.00321882	0.00408847	0.00501728	0.00564524	0.00604098	0.00649775	
0.00819356	0.00659137	0.00605457	0.0048017	0.00402491	0.00327666	0.00266508	0.00189289	0.0013746	0.00134605	0.00147833	0.00136392	0.00146219	0.00122076	0.00129269	0.00118712	0.00114074	0.00128161	0.00140932	0.00142915	0.0015586	0.00135882	0.00178254	0.00324454	0.00345157	0.00389157	0.00492628	0.00617742	0.0067439	0.00557003	
0.00949825	0.00570523	0.00517607	0.00456551	0.00398216	0.00299207	0.00254882	0.00199444	0.00126569	0.00138112	0.00131231	0.00138513	0.00135154	0.00107968	0.00124821	0.00132427	0.0012414	0.00112427	0.00135725	0.00125604	0.00135642	0.0013816	0.00187934	0.00321255	0.00305953	0.00371241	0.00416046	0.00615987	0.00637995	0.00688155	
