50
-5
5
21
0
200
0.086108	0.0355422	0.0305471	0.0437484	0.040794	0.0425453	0.0399681	0.0320231	0.0391628	0.0399667	0.0468189	0.0458898	0.0294937	0.0390695	0.0402189	0.022827	0.0241015	0.0241308	0.0300962	0.0250429	0.0240886	0.0215285	0.024668	0.0233107	0.0232725	0.022579	0.021527	0.0245852	0.0288749	0.0181501	0.0184117	0.0254768	0.022763	0.0153415	0.0260697	0.0321885	0.0366698	0.0302237	0.0479044	0.0477162	0.0414532	0.0355723	0.0378306	0.0368676	0.0433718	0.0386243	0.0401405	0.0407595	0.0382053	0.086108	
0.053431	0.0306138	0.0342385	0.0293886	0.0259113	0.029774	0.0335471	0.0225651	0.0266652	0.0284647	0.0466457	0.0413367	0.0280249	0.0276581	0.0214707	0.0204685	0.0164899	0.0190519	0.0243335	0.0114476	0.0160442	0.0159082	0.018361	0.0153716	0.0154701	0.0189077	0.0152433	0.0206066	0.0199081	0.0204458	0.0186627	0.0186127	0.0177073	0.0183222	0.016097	0.0270892	0.0332396	0.0311646	0.0405744	0.0462691	0.0266134	0.0277436	0.0237453	0.0311269	0.0279767	0.0242808	0.0292521	0.0356675	0.0296414	0.0530325	
0.0394697	0.0352665	0.0272301	0.0246271	0.0230642	0.021888	0.0210408	0.0189129	0.0216064	0.0170892	0.0440943	0.02911	0.0188727	0.0254542	0.0168339	0.0127582	0.0126531	0.0110888	0.011351	0.00933073	0.0125068	0.0117438	0.0122212	0.0100699	0.0111255	0.00811494	0.00994522	0.0128753	0.0110174	0.0126832	0.0144567	0.0128522	0.0137391	0.0111793	0.0133801	0.0125673	0.0245898	0.0172126	0.0269647	0.0425159	0.0194011	0.0193218	0.0161537	0.0210338	0.0215207	0.0212827	0.0276563	0.0324477	0.0350394	0.038035	
0.0326362	0.0303372	0.0275554	0.023334	0.020934	0.0186795	0.0186745	0.0156689	0.0151795	0.0187284	0.0252572	0.0238275	0.0220537	0.0165664	0.00825807	0.00771218	0.00893318	0.00682901	0.0106469	0.00719529	0.00830197	0.0067429	0.0075917	0.00458967	0.00592821	0.00540196	0.00716699	0.00774922	0.00673849	0.00747729	0.0079562	0.00465031	0.00887576	0.0106582	0.0108798	0.00722589	0.0167252	0.0235761	0.0223695	0.0228146	0.0197185	0.0163705	0.0162093	0.0157049	0.0183793	0.0217193	0.0227665	0.0264968	0.0303385	0.03277	
0.0265152	0.0295448	0.0215113	0.0202541	0.019705	0.0178919	0.0150404	0.0140213	0.0118007	0.0163173	0.027188	0.0193458	0.0136775	0.0137648	0.0101125	0.00799784	0.00683674	0.0057708	0.00642702	0.0067621	0.00730555	0.00614372	0.005947	0.00679101	0.00487995	0.00484534	0.00636907	0.00695924	0.00683504	0.00662391	0.00548283	0.0101335	0.00672463	0.0078682	0.00892948	0.00831697	0.014845	0.0155429	0.0193659	0.0255136	0.0138291	0.0129518	0.0138622	0.0147	0.0163685	0.0190748	0.0202596	0.0238923	0.0270358	0.0310918	
0.0278971	0.0242883	0.0238456	0.0181705	0.0179544	0.0147313	0.0132745	0.0131863	0.0103345	0.0123379	0.0260368	0.0194714	0.0106072	0.0128016	0.00814253	0.00852904	0.00789767	0.00500711	0.00566869	0.00646936	0.00513059	0.00535059	0.00525837	0.00532819	0.00545505	0.00477351	0.004906	0.00524864	0.00550305	0.00692516	0.00504973	0.00555358	0.00603122	0.00869642	0.00741679	0.00826772	0.0117107	0.0150397	0.0183424	0.0276065	0.0120473	0.0111953	0.0132246	0.0129714	0.0163279	0.0174919	0.0201742	0.0229764	0.0263645	0.0258715	
0.0267883	0.0228493	0.0213327	0.0165592	0.0158924	0.0135582	0.0106531	0.0116322	0.00923898	0.0104874	0.0306415	0.0159622	0.0131839	0.0108938	0.00995575	0.00516268	0.00748388	0.00513598	0.00554653	0.00624967	0.00398735	0.005221	0.00561851	0.00572591	0.00419777	0.00453153	0.00473459	0.00488708	0.00457135	0.00469064	0.00443302	0.00729307	0.00574641	0.00735548	0.00662717	0.0067711	0.0106873	0.0105977	0.0169644	0.0298246	0.0113201	0.00939607	0.0124587	0.0138444	0.01413	0.0141371	0.0163026	0.0190624	0.0235962	0.0228584	
0.0233154	0.0230693	0.0179977	0.0160125	0.0142584	0.0129324	0.0120278	0.0111213	0.00886377	0.0104953	0.0291251	0.0149351	0.00859254	0.0107342	0.00824945	0.00727964	0.00663416	0.00501541	0.00486833	0.00502841	0.00503898	0.00474968	0.00337303	0.004022	0.00523361	0.00450681	0.00494338	0.00510922	0.00459445	0.00474264	0.00616736	0.00598461	0.00493153	0.0059873	0.00698527	0.00882404	0.00925649	0.00978763	0.0159488	0.0288763	0.00908448	0.00917288	0.0110028	0.0112394	0.012121	0.013871	0.0159519	0.019782	0.0202666	0.0210873	
0.0237926	0.0186976	0.0148575	0.0143916	0.0133524	0.0114102	0.0112173	0.0105741	0.00946599	0.0114034	0.0320172	0.0138804	0.0130842	0.00928291	0.00848723	0.00655404	0.00574873	0.00421488	0.00442077	0.00476275	0.00424183	0.00343728	0.00450595	0.00447058	0.00407598	0.00430167	0.00401086	0.00384118	0.00333586	0.00410106	0.00350873	0.00464415	0.00441401	0.00646945	0.00696219	0.00704145	0.0103445	0.0119041	0.014399	0.0366949	0.00877375	0.00946104	0.0100141	0.0120999	0.0120425	0.0126094	0.0150658	0.0187507	0.0184507	0.0189294	
0.0194926	0.0189995	0.0151549	0.0159067	0.0124234	0.0126003	0.0109959	0.00980282	0.00902311	0.00842497	0.0416025	0.0143191	0.0115742	0.00787737	0.0066129	0.00714321	0.00524619	0.00481167	0.00501548	0.00405322	0.00433923	0.00362479	0.00450144	0.00431901	0.00350522	0.00429397	0.00456829	0.00443059	0.0043484	0.00367111	0.00399037	0.00387368	0.00507753	0.00535029	0.00679856	0.00724146	0.00976406	0.00976274	0.0139759	0.0294132	0.00848557	0.00872519	0.00937641	0.0108891	0.011656	0.0127738	0.013779	0.0175934	0.0198766	0.0202844	
0.0203513	0.0183757	0.0157064	0.0133264	0.0128521	0.0115687	0.00974402	0.0093043	0.00823198	0.00925279	0.0185118	0.0129792	0.00980899	0.00833438	0.00625518	0.0050115	0.00580128	0.00363398	0.00449912	0.00379515	0.00319069	0.00386683	0.00396882	0.00437929	0.00392033	0.00350323	0.00357575	0.00366719	0.00324522	0.00415894	0.00392966	0.00402396	0.00384769	0.00542392	0.0056557	0.00725755	0.00961479	0.00974991	0.0132781	0.0187903	0.00935076	0.00826893	0.00878927	0.00901097	0.0107461	0.0123023	0.0134562	0.0159169	0.0198663	0.0201328	
0.022139	0.016972	0.0146112	0.0142133	0.0108482	0.0105684	0.00945666	0.00939086	0.00849331	0.00917894	0.0397611	0.0133092	0.00914422	0.00810945	0.00664433	0.0065663	0.00424924	0.00402042	0.00453147	0.00403653	0.00357832	0.00311831	0.00370265	0.00490251	0.00322645	0.00378002	0.00397128	0.00345456	0.00305238	0.00439933	0.00416964	0.00333412	0.00399593	0.00515038	0.00471365	0.00651311	0.00802935	0.00879045	0.0141392	0.0395539	0.0123283	0.0085108	0.00895516	0.00875769	0.0108138	0.0127575	0.0151606	0.0139495	0.0182394	0.0210162	
0.0222394	0.0155086	0.0151053	0.012846	0.0118148	0.0104779	0.00935911	0.00897035	0.00586169	0.00686208	0.0405269	0.0126637	0.0084932	0.00730772	0.00674616	0.00569831	0.00441654	0.00369607	0.00374099	0.00387101	0.00415265	0.00330638	0.00336269	0.00407469	0.00317631	0.00453602	0.00308873	0.00321159	0.00296787	0.00401083	0.00402497	0.00428208	0.00312993	0.00383275	0.00573947	0.00544939	0.00800834	0.00859226	0.0128006	0.033258	0.00795124	0.00732778	0.0081713	0.0095025	0.0109193	0.011422	0.0125725	0.0151869	0.0154924	0.0190694	
0.0220226	0.0153787	0.0143901	0.0123219	0.0118273	0.0112154	0.00907951	0.00898963	0.00754076	0.00811427	0.0376815	0.00879314	0.00806792	0.0075759	0.00716525	0.00516707	0.00427804	0.00402685	0.00393509	0.00345561	0.00425269	0.00340747	0.00301787	0.00361056	0.00340098	0.00310978	0.00356411	0.00343844	0.00385353	0.0040228	0.00377595	0.00310048	0.0039551	0.00483553	0.00619071	0.00558111	0.00833392	0.00828838	0.011755	0.0384172	0.00808277	0.00760127	0.00778291	0.00899551	0.0110293	0.0111839	0.0122775	0.0141923	0.0151123	0.0208387	
0.0191831	0.015535	0.0148068	0.0119834	0.0110815	0.00949942	0.00884912	0.00806788	0.00780621	0.00791175	0.0356703	0.01201	0.00769761	0.00728757	0.00617115	0.00502788	0.0048502	0.00302306	0.00305597	0.00286314	0.00412087	0.00329245	0.00388777	0.00327281	0.00315541	0.00321679	0.00347437	0.00375906	0.00305857	0.00395594	0.00381127	0.00378025	0.00305738	0.00421189	0.00407242	0.00513976	0.00922273	0.00959546	0.00993403	0.0390874	0.00875049	0.00768275	0.00899979	0.0087779	0.00954184	0.0104061	0.0124408	0.0135155	0.0156736	0.0211367	
